region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,custcat
2,20,38,0,19,237,4,13,0,0,1,1,1,1,1,6,21.25,34.4,9.75,26.9,0,0,1,1,1,1,1,0,0,4
1,19,33,1,11,22,1,3,0,0,5,0,0,1,0,3.95,0,0,36.25,0,1,0,0,0,1,1,0,1,0,3
2,49,61,1,28,21,1,8,0,0,2,1,0,1,0,15.85,24.75,0,8.75,0,0,0,0,0,1,1,1,1,0,3
3,3,64,0,3,9,2,6,1,0,1,0,0,0,0,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,33,36,0,2,41,5,10,0,0,1,0,1,0,1,4.15,0,39.1,0,27.05,0,1,0,1,0,0,0,0,1,1
2,38,44,0,1,50,4,7,0,1,1,0,1,1,0,7.15,0,24.6,10,0,1,0,0,1,0,0,0,0,1,2
3,42,48,1,14,27,3,5,0,1,3,1,1,1,1,16.5,36,54.2,22.75,28.4,1,1,0,0,1,1,1,1,1,4
1,11,26,0,2,53,3,3,0,0,1,1,1,1,1,4.15,21.5,43.7,11.75,38.8,1,1,1,1,0,1,1,0,1,4
3,27,28,1,0,58,3,0,0,0,2,1,0,0,0,5.8,22.5,0,0,0,0,0,0,0,1,1,0,1,0,3
3,23,50,0,1,151,4,8,0,1,1,1,0,0,0,8.25,21.75,0,0,0,0,0,0,0,1,0,0,0,0,1
2,4,38,1,13,54,2,4,0,0,2,1,0,1,1,4.75,26.25,0,48.5,24.45,0,1,0,0,1,1,1,1,0,3
3,36,42,0,5,31,1,4,0,1,1,0,0,0,0,10.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,37,42,0,10,115,1,22,0,1,1,0,0,1,0,15.1,0,0,18.5,0,0,0,0,0,1,1,1,1,0,3
3,24,58,1,30,24,1,5,0,0,2,1,0,0,0,7.65,16,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,24,0,1,17,2,2,0,0,3,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,54,33,0,5,47,2,13,0,1,2,1,0,1,0,13.9,32,0,20.25,0,0,0,0,0,1,1,0,1,0,3
3,7,49,0,8,36,1,0,0,1,1,1,0,1,0,8.85,19.5,0,53.25,0,0,0,0,0,1,1,1,1,0,3
1,10,28,0,9,75,4,1,0,0,1,1,1,1,1,6.2,27.5,42.4,40,36.3,0,1,1,1,1,1,1,1,1,4
3,24,35,1,10,41,5,6,0,1,2,0,1,0,0,3.3,0,30.3,0,0,1,0,0,1,0,0,0,0,1,2
3,12,31,0,8,18,4,4,0,0,1,0,1,0,0,3.7,0,24.3,0,0,0,0,0,1,0,0,0,0,1,1
2,45,54,0,25,171,3,33,0,1,1,1,0,1,0,9.05,18.5,0,8.75,0,0,0,0,0,1,1,1,1,0,3
3,59,55,1,29,42,3,21,0,1,2,0,0,1,0,8.95,0,0,15.25,0,1,0,0,0,0,0,0,0,0,2
1,3,21,1,1,36,3,0,0,1,4,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,8,35,0,6,31,5,7,0,0,1,1,1,0,1,4.4,17.25,35.65,0,42.05,1,1,1,1,1,1,1,1,1,4
1,16,59,0,5,207,2,37,0,1,2,1,0,1,0,7.45,15.5,0,11.75,0,0,0,1,0,0,1,1,1,1,4
3,32,33,0,1,38,1,12,0,1,1,0,0,1,0,7.3,0,0,33.75,0,0,0,0,0,0,0,0,0,0,1
1,8,49,0,14,134,4,9,0,1,1,1,1,1,1,3,30.5,59.3,23.5,60.3,1,1,1,1,1,1,1,1,1,4
1,9,28,1,8,28,3,4,0,0,3,0,1,0,0,4.5,0,28.5,0,0,1,0,0,1,0,0,0,1,1,2
2,12,19,1,0,15,2,0,0,1,4,0,1,0,0,5.85,0,22.15,0,0,1,0,0,0,0,0,0,0,0,2
2,24,43,1,15,48,4,4,0,0,6,1,1,1,1,14.4,25.75,37.2,57.75,36.95,1,1,1,1,1,1,1,1,1,4
3,72,75,0,48,14,2,6,1,1,1,0,0,1,0,37.3,0,0,109.25,0,1,0,0,0,0,0,0,0,0,2
3,58,61,0,42,101,4,18,0,1,1,0,0,1,0,16.35,0,0,17,0,1,0,0,1,0,0,0,0,0,2
1,70,44,1,24,87,2,18,0,0,3,1,0,1,0,18.9,47.5,0,25,0,1,1,0,0,1,1,1,1,0,3
3,9,25,0,3,27,1,4,0,1,1,0,0,0,0,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,49,25,0,1,27,5,0,0,1,1,0,1,1,1,9.9,0,43.15,5.5,26.9,1,1,1,1,0,0,0,0,1,2
3,52,54,0,7,59,3,22,0,0,1,1,0,1,1,15.25,32.5,0,21.75,39.3,1,0,0,0,1,1,0,1,0,3
1,10,42,1,10,294,4,9,0,1,6,1,1,1,1,4.85,27.5,44.35,23.5,36.85,1,1,1,1,1,1,1,1,1,4
1,14,52,1,2,44,3,5,0,0,2,0,0,1,1,4.85,0,0,14.25,14.9,0,1,0,0,1,1,0,0,0,3
1,19,27,1,3,35,2,4,0,0,6,1,0,1,0,5.4,20.5,0,23,0,0,1,1,0,1,1,1,1,0,4
3,12,36,1,4,205,4,10,0,1,4,0,1,0,1,5.95,0,38.3,0,32,1,1,1,1,0,0,0,0,1,2
1,65,59,0,27,732,3,31,0,1,1,0,0,1,0,10.15,0,0,13.25,0,1,1,0,0,0,0,1,1,1,2
1,67,40,1,14,59,3,11,0,0,2,1,0,1,0,27,30,0,19.75,0,0,0,0,0,1,1,1,1,0,3
2,29,24,1,3,23,1,7,0,0,2,1,0,1,0,10.2,32.25,0,17.5,0,0,0,0,0,1,1,1,1,0,3
3,55,46,0,8,87,2,19,0,1,1,0,1,1,0,17.9,0,28,15.25,0,0,0,0,1,0,0,1,1,1,1
3,71,67,1,25,110,1,23,0,1,2,1,0,1,0,33.85,21.75,0,18.25,0,0,0,0,0,0,1,1,1,0,3
3,5,44,1,2,83,3,14,0,1,3,1,0,1,1,4,26.25,0,20.25,21.95,0,1,0,1,1,1,1,1,0,3
3,60,58,0,0,63,4,21,0,1,3,1,1,1,0,16.35,28,23.85,13.25,0,1,0,0,0,0,0,0,0,1,2
2,10,40,0,6,22,3,6,0,1,1,0,0,0,0,5.05,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,52,64,0,44,43,3,7,0,0,1,1,1,1,1,12.85,28.5,48.75,24,37.15,1,1,1,1,1,1,1,1,0,4
2,61,43,1,22,35,2,11,0,0,3,1,0,1,0,21.05,15.5,0,17.25,0,1,0,0,1,0,0,0,0,1,2
1,61,29,1,5,48,2,11,0,0,4,0,0,1,0,17.55,0,0,37,0,1,0,0,0,0,0,0,1,0,2
2,67,47,1,19,69,3,12,0,0,3,1,0,1,0,49.35,27,0,10.25,0,1,0,0,0,1,1,1,1,0,3
3,41,42,1,12,26,4,5,0,0,4,0,0,0,0,10.95,0,0,0,0,1,0,0,1,0,0,1,0,0,2
1,30,28,0,1,20,1,8,0,1,1,0,0,0,0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,24,46,0,12,43,2,6,0,0,1,1,0,1,1,12.05,48.25,0,33,28.15,0,1,1,0,1,1,1,1,1,4
1,72,75,0,37,33,1,44,1,1,1,1,0,1,0,49.3,31.75,0,26,0,1,0,0,0,0,0,0,1,0,2
2,17,35,0,7,66,2,11,0,0,1,0,1,1,1,5.15,0,29.15,11.25,28.05,1,1,1,1,1,0,1,1,1,4
2,65,72,0,46,12,2,0,1,0,1,0,0,1,0,29.6,0,0,18,0,1,0,0,0,0,1,1,1,0,3
1,15,30,1,8,90,2,11,0,0,5,1,0,1,1,7.35,18.5,0,9.75,23,0,0,1,1,1,1,1,1,1,4
1,34,33,0,8,35,3,2,0,1,1,0,0,0,0,7.5,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1,26,43,0,23,51,5,4,0,1,1,0,1,0,0,7.9,0,21.95,0,0,1,0,0,1,0,0,0,0,0,2
2,36,45,0,22,117,3,15,0,1,1,0,0,0,0,10.5,0,0,0,0,1,0,0,0,0,0,0,0,1,2
1,60,48,0,29,100,2,26,0,1,1,1,0,1,0,24.4,42.25,0,13.5,0,0,0,0,0,1,1,1,1,0,3
1,16,54,0,20,147,1,29,0,0,4,1,0,1,0,6.95,23.25,0,6.5,0,0,0,0,0,1,1,1,1,0,3
2,1,33,0,5,53,4,6,0,1,1,0,0,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,56,30,1,9,57,5,2,0,0,4,0,1,1,0,16.85,0,36.7,6.5,0,1,1,0,1,0,0,0,0,1,2
2,6,50,0,5,37,2,0,0,0,1,0,1,0,0,5.35,0,23.55,0,0,1,0,0,0,0,0,0,0,1,2
2,48,34,0,7,42,3,2,0,1,1,0,0,1,0,14.15,0,0,8,0,1,0,0,0,0,1,0,0,0,2
2,34,36,1,17,50,1,4,0,0,2,1,0,1,0,10.2,24.5,0,13.75,0,0,0,0,0,1,1,1,1,0,3
2,54,42,1,0,55,4,2,0,0,5,1,1,1,1,14.3,55.5,62.15,19.25,83.7,1,1,1,1,1,1,1,1,1,4
3,38,31,1,2,42,2,7,0,1,4,1,0,1,0,10.8,22.25,0,9.25,0,0,1,1,0,1,1,1,1,0,4
2,25,55,0,15,37,1,7,0,1,1,0,0,0,0,10.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,47,69,1,17,228,3,39,0,1,4,1,1,1,1,10.8,35.5,37.5,21,50.9,1,1,1,1,1,1,1,1,1,4
1,72,62,1,35,163,5,31,0,0,2,1,1,1,1,28.35,32.75,45.15,39.75,56.55,1,1,1,1,1,1,1,1,0,4
2,6,35,1,6,28,4,3,0,1,3,1,1,1,1,3.25,23,39.35,18.5,30.3,0,0,1,1,1,1,1,1,0,4
1,30,51,1,9,118,5,21,0,1,2,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,65,70,1,9,115,2,39,1,1,2,1,0,1,1,26.85,26,0,43,33.75,1,1,0,0,1,1,1,1,1,4
1,22,44,1,19,37,4,1,0,0,2,1,0,1,0,14.3,35.25,0,18.5,0,1,1,0,0,1,1,1,1,0,3
1,60,53,0,32,93,1,28,0,0,1,1,0,1,0,13.35,39.5,0,21,0,0,0,0,0,1,1,1,1,0,3
2,19,32,0,12,71,4,5,0,1,1,1,1,1,1,5.25,21.5,62.4,17,47.8,1,1,1,1,1,1,1,1,1,4
3,18,25,0,4,26,2,7,0,1,3,1,0,1,0,3.3,27.5,0,31,0,0,0,0,0,0,0,0,1,0,1
1,9,37,1,10,14,4,5,0,1,6,0,1,0,0,2.4,0,25.25,0,0,0,0,0,0,1,0,0,0,0,1
1,1,34,1,6,18,1,0,0,1,2,0,0,0,0,1.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,10,28,1,2,36,4,0,0,1,3,1,1,0,1,6.3,19.75,27.35,0,22.65,0,1,1,1,1,1,1,1,1,4
3,45,34,1,14,43,4,0,0,0,4,0,1,0,0,6.55,0,32.35,0,0,1,0,0,1,0,0,0,0,1,2
1,25,28,1,6,41,4,4,0,1,4,1,1,1,1,5.8,14.25,33.85,31.5,26.6,0,1,0,0,0,1,1,1,1,3
3,66,39,0,1,66,2,15,0,1,1,0,0,1,0,11.6,0,0,11.5,0,1,0,0,0,0,0,0,0,0,2
1,27,67,0,1,33,4,19,1,1,1,1,1,1,0,3.6,17.75,32.35,12,0,1,1,0,0,0,1,1,1,0,3
1,19,41,0,5,53,4,6,0,0,1,0,0,0,0,6.45,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,17,41,1,9,28,4,3,0,0,6,0,0,1,0,1.8,0,0,10,0,0,0,0,0,1,1,0,0,0,1
2,16,36,0,13,58,4,4,0,0,1,1,1,0,0,4.85,18,31.75,0,0,0,0,0,0,0,1,1,0,1,1
1,8,42,1,2,129,4,17,0,1,3,0,0,0,0,6.1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
1,3,25,0,0,65,4,0,0,1,1,0,1,1,0,3.3,0,34.25,11.25,0,0,1,0,1,1,1,0,1,1,4
3,59,57,0,26,311,3,36,0,1,1,0,0,1,0,28.75,0,0,7.5,0,0,0,0,0,0,0,0,0,0,1
2,45,37,0,2,57,3,14,0,1,1,0,1,0,0,10.8,0,25,0,0,1,0,0,0,0,0,0,0,1,2
1,66,62,0,31,47,2,4,0,1,1,1,0,1,0,34.25,21,0,20,0,1,0,0,0,0,0,0,0,0,2
3,28,50,1,7,25,1,3,0,0,2,0,0,1,0,14.85,0,0,13,0,0,0,0,0,0,0,1,0,0,1
1,15,38,1,11,46,5,11,0,0,3,0,0,0,0,3.85,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,39,34,1,10,51,3,13,0,1,4,1,0,1,1,7.9,78.75,0,35,38.8,0,1,1,0,1,1,1,1,0,4
3,38,33,0,4,19,2,5,0,1,2,1,0,0,0,8.5,14.25,0,0,0,0,0,0,0,1,1,0,0,0,3
3,34,29,0,5,26,3,4,0,1,2,0,1,0,0,6.75,0,25.8,0,0,1,0,0,1,0,0,0,0,1,2
3,60,57,1,18,72,5,30,1,0,2,1,1,1,1,20.35,29,50.25,20.5,55.9,1,1,1,1,1,1,1,1,1,4
3,72,65,1,33,71,1,41,1,1,4,1,0,1,0,53.65,22.5,0,66.25,0,1,0,0,0,1,1,1,0,0,3
1,42,42,1,9,41,2,13,0,0,8,1,0,0,0,15,29.25,0,0,0,0,1,0,0,0,1,1,0,0,3
3,32,37,0,9,44,2,7,0,0,1,0,0,0,0,11.25,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3,48,50,1,4,208,4,19,0,1,2,1,1,1,1,12.9,22.75,43.2,12,41.25,1,1,1,1,1,1,0,1,1,4
3,63,37,1,1,45,4,9,0,1,6,0,1,1,0,14.95,0,39.25,13.5,0,1,1,0,1,0,0,0,0,1,2
3,45,27,1,3,39,3,2,0,0,4,0,0,0,0,13.45,0,0,0,0,1,0,0,0,0,0,1,0,0,2
2,68,42,0,16,89,4,12,0,0,1,0,1,1,0,25.6,0,33,16,0,1,0,0,1,0,0,0,0,1,2
1,6,29,1,4,19,2,5,0,1,2,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,68,57,1,33,15,2,0,0,1,2,1,0,1,1,16.1,49,0,18.75,50.6,1,1,1,1,1,1,1,1,1,4
3,72,68,1,26,59,2,36,1,1,2,1,1,1,1,58.65,24,38.2,20.25,48.85,1,1,0,1,1,1,1,1,0,4
3,53,38,1,15,20,3,6,0,1,4,0,0,1,1,12.05,0,0,10.75,20.25,1,0,0,1,0,1,1,0,1,2
3,20,51,1,11,27,4,6,0,0,3,1,0,1,0,9.05,24.75,0,11.5,0,0,0,0,0,1,1,1,1,1,3
2,70,35,1,4,48,2,9,0,0,3,0,0,1,0,43.6,0,0,30,0,1,0,0,0,0,0,0,1,0,2
3,32,47,0,25,135,2,6,0,1,1,0,0,0,0,10.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,61,52,1,23,19,1,0,0,0,2,1,1,1,0,18.2,24.75,29.95,9.25,0,1,0,0,0,1,1,1,1,0,3
1,24,25,1,3,28,4,0,0,0,3,0,1,1,1,10.6,0,40.4,25.25,23.4,1,0,1,1,0,0,0,0,1,2
2,56,61,1,14,12,1,16,1,1,2,0,0,1,0,16.85,0,0,11.25,0,0,0,0,0,0,0,0,0,0,1
3,54,59,0,28,28,2,15,0,0,1,0,1,1,1,10.7,0,31.65,5.25,19.05,1,0,0,1,1,0,0,1,0,2
3,43,38,1,7,18,3,8,0,1,3,0,1,0,1,9.4,0,39.55,0,29.4,1,1,1,1,1,1,0,0,0,4
1,19,35,0,7,58,3,5,0,1,1,1,1,1,1,3.65,37,40.3,21.25,43.05,1,1,1,1,1,1,1,1,0,4
3,5,43,0,16,72,3,17,0,1,1,1,0,1,0,5.55,15.75,0,6.5,0,0,0,0,0,1,1,1,1,0,3
1,24,61,1,6,112,4,3,0,1,4,0,0,1,0,8.2,0,0,11,0,0,0,0,1,0,0,0,0,1,1
3,62,35,1,2,28,2,8,0,1,2,0,0,1,0,18.45,0,0,19,0,1,0,0,0,0,0,0,0,0,2
2,14,40,0,13,398,5,11,0,1,1,1,1,1,1,6.4,18,43.1,23.75,47.7,1,1,1,1,1,1,1,1,1,4
3,60,48,1,22,106,3,21,0,1,3,1,0,1,1,13.05,44.25,0,17,69.55,1,1,1,0,1,1,1,1,0,4
2,30,74,1,12,10,1,3,1,1,2,1,0,1,0,7.25,30.25,0,17.25,0,0,0,0,0,1,1,1,1,0,3
1,40,42,1,16,108,3,17,0,0,4,0,1,0,0,4.95,0,29.7,0,0,1,0,0,1,0,0,0,0,1,2
2,42,50,1,17,85,2,15,0,1,4,0,0,1,0,14.3,0,0,11.5,0,0,0,0,0,0,0,0,0,0,1
1,20,34,0,14,51,3,9,0,1,1,0,0,0,0,5.65,0,0,0,0,1,0,0,1,0,0,0,0,0,2
1,4,22,1,1,22,2,2,0,1,3,0,0,1,0,2.25,0,0,23.5,0,0,0,0,0,1,0,1,1,0,3
2,44,49,1,2,66,2,8,0,1,4,1,0,1,1,4.25,43.25,0,38.75,39.55,1,1,1,0,1,1,1,1,0,4
3,49,63,0,18,10,2,2,1,0,1,1,0,1,0,13.9,33.25,0,12.75,0,0,0,0,0,1,1,1,1,0,3
3,5,36,1,2,34,1,4,0,1,2,1,0,0,0,3.5,19.5,0,0,0,0,0,0,0,1,0,1,1,0,3
3,70,50,1,29,67,1,22,0,0,4,0,0,1,0,51.9,0,0,15.75,0,1,0,0,0,0,0,0,0,0,2
1,30,57,1,16,19,1,1,0,0,4,0,0,1,0,7.25,0,0,8.5,0,0,0,0,0,0,0,0,0,0,1
2,28,48,0,20,128,4,4,0,1,1,1,1,1,1,10,20.75,53.6,26.5,55.3,0,1,1,1,1,1,1,1,1,4
1,5,28,1,3,39,5,1,0,0,6,1,1,1,1,4.7,24.25,44.65,16.5,32.5,1,1,1,1,1,1,1,1,0,4
2,27,35,0,12,56,1,3,0,1,1,1,1,1,1,8.25,32.5,35.65,11,33.85,0,1,1,0,1,1,1,1,1,4
2,17,39,0,12,45,4,10,0,1,1,0,1,0,0,8.65,0,28.95,0,0,0,0,0,0,0,0,0,0,1,1
1,4,37,1,8,25,1,1,0,1,5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,30,23,1,0,24,2,1,0,1,4,1,0,0,0,13.35,22.5,0,0,0,0,0,0,1,1,1,0,1,0,3
3,71,40,1,19,53,4,14,0,1,2,1,0,1,1,10.15,40,0,27.75,38.35,1,0,1,1,1,1,1,1,0,4
3,67,77,0,55,49,1,45,1,1,1,0,0,1,0,25.35,0,0,26.75,0,0,0,0,0,0,1,0,0,0,1
3,24,48,1,3,38,1,16,0,1,2,0,0,1,0,5.55,0,0,11.25,0,0,0,0,0,0,0,0,0,0,1
1,24,54,1,7,84,3,10,0,1,2,0,1,1,0,11.45,0,28.7,10.5,0,0,0,0,1,0,0,0,0,1,1
2,59,54,0,32,126,1,22,0,1,1,1,0,1,0,13.6,28.75,0,11.75,0,0,0,0,0,1,1,1,1,0,3
3,59,32,0,9,73,4,5,0,0,1,1,0,1,0,29.2,21.5,0,12.75,0,1,0,0,0,1,1,0,0,1,2
3,44,37,1,1,41,4,8,0,1,6,0,0,0,0,9.15,0,0,0,0,1,1,0,1,0,0,0,0,1,2
1,19,31,1,0,22,4,2,0,0,3,0,0,0,0,4.85,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2,58,46,1,23,23,1,2,0,1,2,0,1,1,0,11.1,0,25.6,10.5,0,0,0,0,1,0,0,0,0,0,1
1,41,53,1,22,94,2,25,0,0,2,0,0,1,0,12.65,0,0,11.75,0,1,0,0,0,0,0,0,1,0,2
2,16,33,0,1,30,3,7,0,0,4,1,1,1,1,9.25,21,41.4,17.75,41,0,1,0,0,1,1,1,1,0,3
3,13,36,0,11,31,2,0,0,0,1,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,60,53,0,22,171,1,37,0,1,1,1,0,1,0,9.9,31.75,0,18,0,0,0,0,0,1,1,1,1,0,3
2,72,49,1,23,102,1,27,0,1,6,0,0,1,0,41.15,0,0,33.25,0,1,0,0,0,0,0,0,0,0,2
2,33,39,0,17,27,4,3,0,1,1,1,1,1,1,9.7,21.75,41.75,8.5,61.6,1,1,1,1,0,1,0,0,1,4
2,72,45,1,25,98,4,20,0,1,2,0,0,1,1,30.25,0,0,13.25,42.85,1,1,1,0,1,1,1,1,0,4
1,66,54,1,8,591,4,25,0,1,2,1,1,1,1,25,34.25,45,16,53,1,1,1,0,1,1,1,1,0,4
3,53,37,1,7,25,1,2,0,1,6,1,0,1,0,5.4,52,0,34,0,0,0,0,0,1,1,1,1,0,3
2,22,28,1,0,36,4,0,0,0,4,1,1,1,1,9.7,21.5,39.9,9.5,42.9,1,0,1,1,1,1,1,1,1,4
2,14,26,1,1,25,2,0,0,1,3,0,0,0,0,4.4,0,0,0,0,0,0,0,0,1,0,1,0,0,3
1,52,49,0,18,69,2,13,0,1,2,0,0,1,1,18.35,0,0,19,34.5,0,0,0,0,1,1,1,1,0,3
3,33,30,1,5,22,1,0,0,0,2,1,0,1,1,5.55,33.75,0,37.25,30,0,0,1,0,1,1,1,1,0,3
3,72,66,0,26,67,2,37,1,1,1,1,0,1,0,39.1,65,0,39.75,0,1,0,0,0,1,1,1,1,0,3
1,40,40,1,3,73,4,12,0,1,4,0,0,1,1,10,0,0,14,27.15,1,1,0,0,1,1,1,1,0,3
2,29,26,0,1,22,4,2,0,1,1,0,1,1,1,6.1,0,47,24.25,35.55,1,1,1,1,1,0,1,1,1,4
3,63,67,0,22,9,2,12,1,0,1,0,0,1,0,18.05,0,0,19,0,0,0,0,0,1,1,1,1,0,3
2,56,54,0,25,147,3,31,0,1,1,1,1,1,1,12.7,24.5,39.05,24.25,34.2,1,0,1,1,1,0,0,0,1,2
3,60,50,1,26,239,2,19,0,1,2,1,0,1,1,21.5,77.75,0,10.25,64.2,0,1,1,0,1,1,1,1,0,4
3,28,22,1,3,23,3,1,0,0,5,0,0,0,0,10.95,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2,39,39,0,19,29,4,6,0,0,1,0,0,1,0,5.95,0,0,21.25,0,1,0,0,1,0,0,0,1,0,2
3,65,39,1,18,32,2,15,0,0,4,0,0,1,0,21.1,0,0,9.75,0,0,0,0,0,1,0,1,0,0,3
3,29,31,0,7,30,3,7,0,1,1,1,0,1,0,7.6,33.75,0,14.5,0,0,0,1,0,1,1,1,1,0,3
3,28,36,0,8,57,2,13,0,1,2,1,0,1,0,9.6,21.75,0,17.25,0,0,0,0,0,1,1,1,1,0,3
1,2,18,0,0,20,2,0,0,0,1,1,0,1,1,3.75,22.25,0,23.5,27.1,0,0,1,0,1,1,1,1,0,3
3,67,52,0,13,248,2,20,0,1,3,1,1,1,0,35.85,39.75,34.3,22.25,0,1,0,0,0,1,0,1,1,0,3
3,5,35,1,9,59,3,8,0,1,5,1,1,1,1,3.1,18.5,37.9,22.75,26.4,0,0,1,1,1,1,0,0,1,4
3,48,35,0,10,24,2,6,0,0,1,1,0,1,0,16.95,43,0,28.5,0,0,0,0,0,1,0,1,1,0,3
2,10,26,1,4,25,1,4,0,1,3,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,17,28,0,3,37,3,2,0,1,1,0,0,0,0,5.5,0,0,0,0,1,0,0,0,0,0,1,1,0,3
1,21,24,1,0,30,4,0,0,1,5,1,1,1,1,17.8,23.75,36.3,10.5,31.75,1,1,0,1,0,1,1,0,1,4
2,25,51,0,9,66,4,13,0,0,2,1,1,1,1,6.45,16.25,48.15,31,34.55,1,1,1,1,1,1,1,1,1,4
3,44,31,0,8,16,1,3,0,0,1,0,0,1,0,14.4,0,0,12,0,0,0,0,0,0,0,0,0,0,1
2,59,49,0,28,429,4,23,0,1,2,1,1,1,1,10.2,24.25,42.85,16,43.35,1,0,1,0,1,0,1,1,1,4
2,11,26,0,7,20,2,4,0,0,1,0,0,0,0,6.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,50,68,1,32,262,3,28,0,0,2,1,1,1,1,12.4,20.5,40.8,18.25,25.15,0,0,0,1,1,0,1,1,1,3
3,23,25,1,2,28,3,1,0,1,5,0,0,0,0,4.15,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1,17,19,0,0,18,2,0,0,1,2,0,1,0,0,7.1,0,24.95,0,0,1,0,0,1,0,0,0,0,1,2
1,15,62,1,3,144,3,21,0,0,2,1,0,1,1,5.25,15.5,0,31.75,33.95,0,1,0,0,1,1,1,1,0,3
2,68,57,1,38,33,1,9,0,1,2,0,0,1,0,13.5,0,0,19,0,1,0,0,0,0,0,0,0,0,2
1,69,42,1,23,19,3,0,0,1,2,0,1,1,0,25.95,0,36.9,18.75,0,0,0,0,1,0,0,0,0,1,1
1,30,24,1,3,30,1,7,0,1,5,0,0,0,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,22,30,0,8,41,2,8,0,0,1,1,0,1,1,6.1,22.75,0,13.25,21.35,0,1,0,0,1,1,0,1,0,3
2,10,20,1,1,20,2,0,0,1,4,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,72,59,1,12,65,3,21,0,1,6,0,1,1,0,34.65,0,36.45,40.75,0,1,0,0,0,1,0,0,0,0,2
2,34,24,1,5,17,4,0,0,1,2,0,0,1,0,15.25,0,0,4.75,0,0,0,0,0,1,0,0,1,0,3
2,43,49,1,18,66,1,22,0,0,4,0,0,1,0,8.6,0,0,20.75,0,1,0,0,0,0,1,0,1,0,3
3,31,37,1,15,18,4,5,0,0,3,1,1,1,1,5.2,19.5,47.25,15.75,39.8,0,1,1,1,1,0,1,0,1,4
2,6,27,1,5,26,4,2,0,0,5,1,0,0,0,5.6,12,0,0,0,0,0,0,0,0,0,0,0,0,1
2,48,42,0,21,46,4,4,0,0,1,0,0,1,0,14.45,0,0,41.5,0,0,0,0,0,0,1,1,0,0,3
2,50,25,0,6,19,1,5,0,0,3,0,0,1,0,7.25,0,0,7.5,0,0,0,0,0,0,0,0,0,0,1
3,20,41,1,19,58,2,6,0,1,2,0,0,0,0,5.25,0,0,0,0,1,0,0,0,0,0,0,0,0,2
3,61,73,0,10,25,1,21,1,0,1,0,0,1,0,16.65,0,0,71,0,0,0,0,0,0,0,0,0,0,1
2,6,21,0,0,15,2,1,0,1,1,0,0,0,0,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,22,0,2,35,2,2,0,0,1,0,0,0,0,1.65,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1,21,43,0,13,41,2,1,0,1,1,1,1,1,1,6.15,23.75,45.4,12.25,37.25,1,1,1,1,1,1,1,1,1,4
3,7,32,0,1,71,4,3,0,0,2,1,1,0,1,3.6,15.25,41,0,28.05,1,0,1,1,1,1,1,1,1,4
3,65,56,1,19,608,3,34,0,1,2,1,0,1,1,14.55,69.5,0,20.25,68.3,0,1,1,0,1,1,1,1,0,4
1,64,37,0,10,44,4,9,0,1,1,0,1,1,0,16.15,0,35.05,22,0,1,1,0,0,0,0,1,0,1,2
3,4,30,0,0,41,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,3
1,67,45,1,22,83,3,11,0,1,2,0,0,1,0,27,0,0,10.75,0,1,0,0,0,0,0,1,0,1,2
2,22,35,0,12,28,2,3,0,0,2,0,0,0,0,6.6,0,0,0,0,1,0,1,1,0,0,0,0,0,2
